Geometry,Lon,Lat,R_EOS10_SOS15,EOS10_SOS15_Tem_C,P_EOS10_SOS15,EOS10_SOS15_Tem_P,R_EOS10_SOS50,EOS10_SOS50_Tem_C,P_EOS10_SOS50,EOS10_SOS50_Tem_P,R_EOS50_SOS15,EOS50_SOS15_Tem_C,P_EOS50_SOS15,EOS50_SOS15_Tem_P,R_EOS50_SOS50,EOS50_SOS50_Tem_C,P_EOS50_SOS50,EOS50_SOS50_Tem_P,R_SOS15_EOS10,SOS15_EOS10_Tem_C,P_SOS15_EOS10,SOS15_EOS10_Tem_P,R_SOS15_EOS50,SOS15_EOS50_Tem_C,P_SOS15_EOS50,SOS15_EOS50_Tem_P,R_SOS50_EOS10,SOS50_EOS10_Tem_C,P_SOS50_EOS10,SOS50_EOS10_Tem_P,R_SOS50_EOS50,SOS50_EOS50_Tem_C,P_SOS50_EOS50,SOS50_EOS50_Tem_P,Clim_cover_type2
POINT(112.625 68.875),112.625,68.875,0.086555506,-1.161584838,0.337136991,0.073835871,0.357515755,0.442382641,0.000348042,0.146377106,0.211050035,0.832373646,0.009785844,0.053511888,0.359853711,0.932135453,0.000429248,0.005788944,0.72398874,-1.680990686,0.318095867,0.174134036,0.230971636,-1.576026307,0.724766706,0.254504836,0.244989419,-2.707550095,0.319743655,6.62E-07,0.099770287,-1.866484167,0.631262035,1.09E-07,Boreal shrubland
POINT(111.875 68.875),111.875,68.875,0.281447296,-0.939720421,0.121403529,0.251185326,0.165224042,-1.361984234,0.378681413,0.111003568,0.264612634,0.723903666,0.049340345,0.030404682,0.227447076,0.847299332,0.133094264,0.023813821,-0.212222436,-0.892175916,0.526101921,0.177557815,-0.402394891,-0.898720089,0.239211481,0.104436147,-0.104194414,-1.752130186,0.451857375,2.94E-06,-0.070070166,-1.767849331,0.685612611,3.90E-06,Boreal shrubland
POINT(110.375 68.875),110.375,68.875,0.131766996,-0.979081554,0.127276369,0.091952383,0.20468195,-0.838874932,0.091165885,0.156072285,0.312574542,0.902597954,0.001599598,0.106121239,0.398846337,0.980532149,0.007548142,0.141876129,0.165226458,-1.385280811,0.835591219,0.09823901,-0.629518925,-1.490465429,0.37911566,0.052929704,0.025572669,-1.806514052,0.916627362,2.35E-06,-0.053818581,-1.798053695,0.825959918,2.92E-06,Boreal shrubland
POINT(115.375 68.875),115.375,68.875,0.375867488,-0.806315361,0.02026224,0.210386186,0.613654068,0.373577891,0.002020087,0.636977563,0.404551472,0.596194044,0.001366696,0.151961921,0.400901758,0.574903697,0.0009996,0.157334374,0.289917118,-1.986664796,0.34323255,0.003491003,-0.063569477,-1.762785876,0.849211954,0.013015438,-0.038096126,-2.209606677,0.751114988,9.46E-09,-0.124779728,-2.150524921,0.323209769,1.71E-08,Boreal shrubland
POINT(111.125 68.875),111.125,68.875,0.254899684,-0.952564783,0.047036801,0.216703428,0.400591937,-0.731001444,0.048820709,0.386451981,0.21840367,1.08114038,0.005154133,0.000694212,0.341033141,1.131354376,0.001857041,0.00028596,0.212507032,-1.562463088,0.644524265,0.097554078,-0.567929632,-0.086826895,0.33480346,0.932194975,-0.036165246,-1.912337114,0.692653828,3.45E-10,-0.10200988,-1.884106126,0.372907291,4.84E-10,Boreal shrubland
POINT(108.625 68.875),108.625,68.875,0.26130749,-0.496947658,0.000322084,0.206741516,0.380341015,-0.456040279,6.97E-06,0.150257462,0.257055827,0.928377184,2.01E-05,0.001140901,0.319447385,0.848586465,4.31E-05,0.003083827,0.174175201,-3.100586914,0.752756795,0.017088587,0.074569535,-3.007894432,0.893941204,0.017305639,0.129747481,-2.849648836,0.656532734,2.88E-05,0.444616804,-2.981940353,0.13028375,7.79E-06,Boreal shrubland
POINT(110.875 68.875),110.875,68.875,0.128933039,-0.973997922,0.132916079,0.083081998,0.200129954,-0.838658194,0.098135728,0.144936376,0.311813154,0.865514816,0.001676606,0.111057312,0.398853644,0.947215471,0.007754888,0.145063716,0.160764714,-1.394372437,0.838531729,0.089145744,-0.619680804,-1.49013694,0.383272255,0.048568548,-0.088764942,-2.202096878,0.710995393,1.57E-06,-0.213800978,-2.14037142,0.352075351,1.36E-06,Boreal shrubland
POINT(114.375 68.875),114.375,68.875,0.007131656,-1.402969618,0.954531149,0.095446286,0.44103378,0.25802376,0.004822957,0.214535292,-0.203805899,-0.889589165,0.087921487,0.216468842,0.050922025,-0.145185557,0.821306529,0.886057607,0.57723106,-1.229999769,0.304203318,0.151981708,0.056855534,-1.064660204,0.922207,0.224485554,-0.014168549,-1.985896311,0.932194238,9.56E-07,-0.033169199,-1.977740131,0.847409788,1.12E-06,Boreal shrubland
POINT(109.125 68.875),109.125,68.875,0.045634435,-1.362667421,0.562850862,0.043965722,0.41943017,0.150922469,0.000927584,0.347082638,0.06063078,-0.464416587,0.471426867,0.519588622,0.291527453,0.712874064,0.016903722,0.03666964,-0.948292316,-1.154568336,0.144739245,0.43428216,-0.769492257,-1.473948297,0.225939678,0.324425304,-0.40722525,-1.672135373,0.025467388,1.13E-06,-0.350433817,-1.708430763,0.053205872,1.34E-06,Boreal shrubland
POINT(110.625 68.875),110.625,68.875,0.13026482,-0.97644458,0.128919359,0.0853565,0.201987419,-0.839420244,0.094583801,0.148006889,0.311646327,0.876438051,0.001673258,0.111002607,0.398474587,0.958431788,0.007747357,0.145172455,0.161135843,-1.385953278,0.838976212,0.093682325,-0.625664317,-1.486029189,0.380377511,0.050647102,0.035549574,-1.787947101,0.885098187,2.58E-06,-0.220193793,-2.142424123,0.34643037,1.68E-06,Boreal shrubland
POINT(114.125 68.875),114.125,68.875,-0.017807121,-1.509033991,0.886778511,0.061956419,0.442961692,0.245344857,0.005003141,0.234332302,-0.227320088,-1.036702102,0.060856989,0.135846187,0.024937034,-0.278639262,0.91606876,0.782975394,0.453640689,-0.333833081,0.462137452,0.801037233,-0.054799304,-0.016146491,0.930173235,0.990262441,-0.042596252,-1.922801383,0.797785772,9.07E-07,-0.051627609,-1.908759714,0.763470819,1.06E-06,Boreal shrubland
POINT(112.375 68.875),112.375,68.875,0.277608299,-0.97162305,0.126957173,0.242242283,0.15923068,-1.403475807,0.398744113,0.107026423,0.264762211,0.717303552,0.049254822,0.030454879,0.227606195,0.839619681,0.13295774,0.023870946,-0.222846973,-0.865348331,0.509394932,0.198618537,-0.410020447,-0.882640691,0.232857966,0.115622455,-0.105855172,-1.775608548,0.436137585,2.21E-06,-0.065335563,-1.793763864,0.70126864,3.02E-06,Boreal shrubland
POINT(114.625 68.875),114.625,68.875,0.004407786,-1.375256955,0.971902234,0.091455684,0.442505811,0.25856476,0.004788502,0.21516425,-0.208576772,-0.916084135,0.080662703,0.191608625,0.040854915,-0.199420002,0.858244274,0.842281383,0.577163388,-1.231544435,0.304074906,0.151222183,0.058708107,-1.067246437,0.919684078,0.223280188,0.004508733,-1.968643902,0.978195696,8.54E-07,-0.010812406,-1.966383041,0.949697072,1.01E-06,Boreal shrubland
POINT(108.375 68.875),108.375,68.875,0.261952852,-0.489574268,0.000313098,0.211969305,0.381016555,-0.452149912,6.72E-06,0.152139138,0.257080444,0.930320271,1.88E-05,0.001034649,0.318522038,0.845467559,4.40E-05,0.00305753,0.181259979,-3.130325052,0.743673782,0.017244778,0.082695746,-3.035014391,0.882730806,0.017500929,0.118272661,-2.82671122,0.688861602,3.69E-05,0.43640403,-2.96003283,0.143331788,1.06E-05,Boreal shrubland
POINT(116.125 68.875),116.125,68.875,0.151524877,-1.308775426,0.120650359,0.019012706,0.439267544,0.182310593,6.41E-06,0.47877026,0.036047367,-1.491096801,0.649031781,0.005193584,0.088257187,-1.268961899,0.406663317,0.032901122,0.970588449,-2.046407827,0.068694655,0.036205525,1.309796308,-2.227140748,0.055706548,0.026809186,-0.0928156,-2.431088541,0.667275624,5.11E-07,-0.197121213,-2.440782073,0.460187567,3.87E-07,Boreal shrubland
POINT(-151.625 68.875),-151.625,68.875,-0.093003265,-2.059429811,0.04928501,0.015863576,-0.048037239,-2.164044793,0.788041947,0.031744107,-0.148031295,-0.772553509,0.196753301,0.528061009,-0.205478272,-2.123493832,0.593760477,0.278367945,1.314124321,0.975085163,0.351758376,0.684731142,0.40523812,1.252151575,0.660368159,0.622673349,0.201405095,-0.056299769,0.637879384,0.933371989,0.003599823,-0.334181885,0.989763755,0.637480112,Boreal shrubland
POINT(-149.375 68.875),-149.375,68.875,0.36103276,2.484307592,0.010301884,0.029881854,0.977033164,2.229317124,0.000198879,0.007402314,0.182507386,-0.095831897,0.229035311,0.899520026,0.774962023,-0.565752241,0.01046869,0.350794845,-0.92030994,-2.901529562,0.082049768,0.03961145,-1.923843225,-3.722596271,1.38E-05,6.89E-05,-0.084411687,-1.84455959,0.679487554,0.007302769,-0.455048522,-1.471368878,0.052644132,0.011063907,Boreal shrubland
POINT(-149.125 68.875),-149.125,68.875,0.354008521,2.353070035,0.01366491,0.045381754,0.977824649,2.163317316,0.000280209,0.011934739,0.18347399,-0.073947198,0.226244083,0.924905179,0.775867624,-0.569485969,0.010630276,0.365498453,-0.929344742,-2.846539156,0.080213443,0.040544977,-1.914872683,-3.616062925,2.06E-05,0.000107951,-0.178421685,-1.374877429,0.436667766,0.031023203,-0.460199197,-1.41216143,0.053502323,0.01329484,Boreal shrubland
POINT(-148.875 68.875),-148.875,68.875,0.335702456,2.389370789,0.013697139,0.032184354,0.891787801,1.907215146,0.000783812,0.025357005,0.188803506,0.137277465,0.209599838,0.855644215,0.786828151,-0.45893503,0.011904503,0.465296594,-0.863063278,-2.769648397,0.108129672,0.057526857,-1.855286034,-3.567157558,7.83E-05,0.000439051,-0.158039487,-1.261672132,0.516640792,0.067300357,-0.444254573,-1.2903349,0.081847275,0.037932006,Boreal shrubland
POINT(-151.125 68.875),-151.125,68.875,-0.091863313,-2.074582428,0.051304571,0.015384555,-0.052623799,-2.201553982,0.767529436,0.029320858,-0.145917891,-0.693194764,0.202961415,0.56651167,-0.207106288,-2.143712019,0.590946199,0.276490887,1.328027534,1.040628982,0.346601662,0.671524451,0.419958279,1.30877021,0.651057765,0.617182133,0.201614504,-0.05111544,0.637699028,0.939137664,0.001317906,-0.339782867,0.996265931,0.632159157,Boreal shrubland
POINT(-151.375 68.875),-151.375,68.875,-0.091973572,-2.064068106,0.048797256,0.013218066,-0.057856747,-2.194520226,0.743595238,0.026062179,-0.147881304,-0.790456253,0.196243281,0.51713772,-0.216150016,-2.198043722,0.574409091,0.257206778,1.32067205,1.000023557,0.349271022,0.677566077,0.418919922,1.287104585,0.651553203,0.615647292,0.200629077,-0.068481109,0.639011237,0.918139441,-0.000506036,-0.347708091,0.99856698,0.621967808,Boreal shrubland
POINT(63.875 68.875),63.875,68.875,0.002500561,-2.44148939,0.95197169,0.005204274,0.50648098,-0.143144443,3.06E-05,0.773971878,0.052705376,0.911099254,0.372945798,0.322315191,0.409429244,0.713259988,0.006016131,0.297380002,-0.117004203,4.028196724,0.928157376,0.286387527,0.210382826,4.227488309,0.845863703,0.279702451,-0.013581025,-2.760380042,0.949407003,3.17E-06,-0.003772693,-2.756263756,0.982277289,2.69E-06,Boreal shrubland
POINT(65.875 68.875),65.875,68.875,0.573977263,0.765847894,8.71E-07,0.145636049,0.55562428,0.419212761,2.34E-05,0.324227125,0.343052732,-1.227616728,0.001374595,0.016369054,0.379114424,-1.749157845,0.003451178,0.00268903,0.40066544,-3.333139604,0.263414517,0.003637835,0.035834114,-3.575093924,0.909209131,0.002653791,0.085105572,-2.916391099,0.77844469,0.001171685,-0.195279963,-3.203780868,0.374261572,9.15E-05,Boreal shrubland
POINT(70.875 68.875),70.875,68.875,0.028596629,0.597282462,0.436112637,0.361175792,0.252556202,0.141531328,0.050404969,0.796273384,0.074125719,-3.179076636,0.027258765,0.006455086,0.47014794,-1.045935085,0.004662153,0.098778183,-0.895802548,-1.963896541,0.637054538,0.668070087,0.266871371,-1.792797048,0.877922383,0.705651383,0.265229186,-2.140217047,0.394475321,0.000446512,0.338124007,-2.095722787,0.19146439,0.000260059,Boreal shrubland
POINT(69.625 68.875),69.625,68.875,0.315349321,0.795049938,0.000635278,0.113312221,0.421478559,0.055828382,1.68E-06,0.886254356,0.221642235,0.580341833,0.016650319,0.427758487,0.295562941,-0.359669231,0.009237003,0.595391051,0.599062454,-3.197731643,0.256726272,0.007891411,0.38322922,-4.901779293,0.359597447,0.000609018,-0.005500211,-5.044307752,0.983017905,1.69E-06,0.187042607,-4.837572579,0.410808415,1.64E-06,Boreal shrubland
POINT(63.375 68.875),63.375,68.875,0.172048318,-1.367659632,0.060125223,0.04107244,0.350967717,-1.050038088,0.001030311,0.024712699,0.341447322,1.483619801,0.001117714,0.015000955,0.598887116,1.294119108,5.41E-05,0.031643704,0.41241869,-4.31758566,0.544318025,0.010415109,0.622399462,-4.001626374,0.19557043,0.011854073,0.323611645,-3.84746706,0.089734727,8.29E-08,0.186125311,-3.668018612,0.218428477,5.22E-07,Boreal shrubland
POINT(70.625 68.875),70.625,68.875,0.027522897,0.543398593,0.455080347,0.403326181,0.254274088,0.114997793,0.048480668,0.832021841,0.07429613,-3.193816316,0.027116263,0.006588591,0.469229558,-1.060775375,0.004598451,0.095979927,-0.904535474,-1.969642066,0.633888173,0.672866919,0.272205094,-1.768151802,0.87552559,0.714532186,0.252316998,-2.161720605,0.416267261,0.000409224,0.337294386,-2.110623346,0.188350275,0.000227393,Boreal shrubland
POINT(70.125 68.875),70.125,68.875,0.323976148,0.887595205,0.000403839,0.070684169,0.422904328,0.112841371,1.62E-06,0.778226783,0.22189543,0.517477626,0.017571612,0.483938424,0.295637341,-0.327175788,0.009304244,0.621096764,0.64546062,-3.012723445,0.222480539,0.008451246,0.137754603,-3.150825133,0.786242676,0.010248923,0.207708659,-4.790311591,0.464671276,1.28E-05,0.482818053,-4.695510219,0.040183096,2.56E-06,Boreal shrubland
POINT(70.375 68.875),70.375,68.875,0.026848084,0.505831284,0.467020087,0.430947911,0.29574321,0.854091676,0.022301067,0.292723255,0.074524186,-3.120337374,0.029032275,0.008587361,0.468579195,-1.059178826,0.004660217,0.09759484,-0.907997089,-1.996544425,0.632598529,0.671478812,0.274691033,-1.784977085,0.874273411,0.714142629,0.246076204,-2.186002224,0.42704313,0.000391533,0.338305248,-2.130863187,0.184575228,0.000210736,Boreal shrubland
POINT(63.625 68.875),63.625,68.875,0.177124235,-1.317696721,0.061727149,0.056730702,0.411674578,-0.779907731,7.54E-05,0.037018678,0.340765255,1.474735421,0.001110872,0.014478664,0.598417171,1.296425038,5.27E-05,0.030311246,0.430155671,-4.39795365,0.524640569,0.009436952,0.6333604,-4.082691704,0.183800752,0.010413805,0.341778156,-3.90735914,0.071499564,6.99E-08,0.213170013,-3.704382452,0.151871614,4.02E-07,Boreal shrubland
POINT(63.125 68.875),63.125,68.875,0.174066795,-1.36566508,0.051667491,0.036249024,0.350964182,-1.058102106,0.000872262,0.021191308,0.342952018,1.478883112,0.001163275,0.016976477,0.599811723,1.276117485,5.88E-05,0.036130093,0.395557371,-4.329661801,0.562834923,0.011309231,0.618594592,-4.013938152,0.201154098,0.012936453,0.128690249,-4.4229698,0.501699791,1.61E-07,-0.013203243,-4.464179338,0.933073891,6.26E-07,Boreal shrubland
POINT(69.875 68.875),69.875,68.875,0.320479176,0.835960091,0.000502902,0.08858364,0.422393015,0.091412758,1.65E-06,0.81610731,0.221514929,0.526292999,0.017367502,0.470669687,0.295334593,-0.342512266,0.009330716,0.60490364,0.734828343,-4.788756006,0.100401573,0.000423202,0.396916014,-4.860156189,0.343594359,0.000627081,0.049953343,-4.832280747,0.849714109,2.76E-06,0.199663866,-4.676671702,0.393575685,2.65E-06,Boreal shrubland
POINT(66.125 68.875),66.125,68.875,0.512342188,0.547844025,2.95E-07,0.22471386,0.578054059,0.172641311,3.91E-05,0.699468252,0.350343188,-1.210126895,0.001232642,0.019233535,0.386087971,-1.73163237,0.00363677,0.003695134,0.398628723,-3.371464967,0.272481862,0.004396239,0.021429525,-3.623255658,0.946290381,0.003137626,0.092984485,-3.031717382,0.772181875,0.002281696,-0.229382951,-3.405987372,0.324115274,0.000159756,Boreal shrubland
POINT(-128.125 68.875),-128.125,68.875,0.350334323,0.195338373,0.001687885,0.38203435,0.811834228,0.450878076,3.33E-05,0.017080955,0.237154798,-0.040302167,0.066976498,0.922772867,0.678458859,0.713207178,0.001826542,0.182704632,-0.038682165,-2.266172764,0.939444496,0.001988865,-0.762958213,-2.428322354,0.08261999,0.000724902,-0.135437763,-1.499492728,0.621618662,0.003256325,-0.382597887,-1.420843198,0.109240737,0.002485565,Boreal shrubland
POINT(-131.375 68.875),-131.375,68.875,0.003455599,1.067774685,0.956504667,0.105645545,0.490122165,1.010455633,0.011619752,0.037028424,-0.092162022,1.202691056,0.22648357,0.152393289,0.593768071,1.218060998,0.018269995,0.064499027,0.932600701,2.220779173,0.529361391,0.169788842,-0.136527557,1.972478635,0.919933752,0.227801453,0.184671958,-1.504965508,0.498291603,0.001811352,0.015476523,-1.594455037,0.947416357,0.000901182,Boreal shrubland
POINT(-129.875 68.875),-129.875,68.875,0.332261072,0.551942168,0.01659611,0.016387763,0.55835303,0.67982573,0.001211806,0.001824754,0.108456602,0.980339088,0.582968392,0.051268125,0.376725415,0.927929566,0.129284666,0.049983869,-0.344619875,-2.190011264,0.152114018,2.26E-05,-0.254413995,-2.19809724,0.138822273,2.10E-05,-0.43528835,-1.493457115,0.0147886,9.75E-06,-0.30632035,-1.481379798,0.016451626,1.12E-05,Boreal shrubland
POINT(-128.625 68.875),-128.625,68.875,0.350169969,0.192679698,0.001688716,0.379765944,0.810295874,0.441356504,3.40E-05,0.017378961,0.239056654,-0.025674128,0.065063859,0.950850606,0.673230793,0.704817253,0.001849065,0.18520988,-0.058406839,-2.406632784,0.909911227,0.002347983,-0.750139842,-2.463754802,0.089146795,0.000791678,-0.135064683,-1.450884643,0.634184849,0.005011333,-0.39087403,-1.374226615,0.113602101,0.003913387,Boreal shrubland
POINT(-126.375 68.875),-126.375,68.875,0.128567813,-0.786714045,0.041213845,0.061852413,0.412309436,0.195229134,0.000828487,0.25519611,0.227705914,-0.740714813,0.017328818,0.067661948,0.412062078,-0.453787526,0.015565813,0.219187296,-0.879436364,-1.79471419,0.240494054,0.055163394,-1.088078022,-2.140801761,0.059689586,0.021295651,-0.274917118,-1.795726281,0.370000822,0.000512195,-0.348695479,-1.91906745,0.144270032,0.000251044,Boreal shrubland
POINT(-130.625 68.875),-130.625,68.875,0.370630368,-0.755904559,0.009355547,0.234013897,0.556310182,-0.904860518,0.003132509,0.106760561,0.482916726,-0.536930848,0.004507964,0.232378494,0.696716649,-0.393302364,0.005269036,0.378452211,0.075211676,-3.233637912,0.798149179,0.000335167,0.096729736,-3.275018031,0.676339996,0.00023957,-0.084605007,-2.492426635,0.617398393,2.55E-05,-0.146181821,-2.454691864,0.271272694,1.88E-05,Boreal shrubland
POINT(-127.875 68.875),-127.875,68.875,0.319345102,0.384307432,0.016929743,0.327996054,0.567263635,0.621797122,0.000143622,0.043862195,0.421936,0.352190904,0.017397764,0.3927637,0.730804816,0.974471256,0.000242887,0.046137114,-0.114239758,-1.741117955,0.747564037,0.002015333,-0.199424236,-1.721157761,0.442834851,0.001752867,0.059733214,-1.911271707,0.820165132,0.000871811,0.131558706,-1.959627828,0.504020298,0.00067932,Boreal shrubland
POINT(-127.625 68.875),-127.625,68.875,0.319599902,0.371458451,0.017065126,0.341519043,0.569393197,0.616755006,0.000142811,0.04458414,0.413496648,0.545819375,0.017308615,0.354400811,0.737051409,0.98218938,0.000228253,0.043720099,-0.117477855,-1.752058876,0.738702939,0.001786877,-0.19628932,-1.730100173,0.4465386,0.001569126,0.073706932,-1.908215095,0.778032836,0.000810906,0.142771917,-1.963517105,0.466781757,0.000613363,Boreal shrubland
POINT(-128.375 68.875),-128.375,68.875,0.349587133,0.186948825,0.001728356,0.39260848,0.812722384,0.444887408,3.13E-05,0.01587233,0.236048296,-0.05021823,0.066469258,0.903199305,0.674751698,0.677354956,0.001902154,0.192109248,0.01493757,-2.303401827,0.976572546,0.001975896,-0.73768852,-2.439010935,0.098791062,0.000974954,-0.107164432,-1.500219972,0.698016045,0.003482601,-0.377096644,-1.419001747,0.116019904,0.002660112,Boreal shrubland
POINT(-134.125 68.875),-134.125,68.875,0.133337406,0.626409713,0.000739656,0.267029161,0.229732316,-0.2196596,0.247675941,0.806810612,0.09854976,0.519555704,0.036407609,0.312462993,0.408187497,-0.209683094,0.062482181,0.778711023,-1.392529691,-4.359552341,0.435922131,0.197757531,-1.683436873,0.591766972,0.281199689,0.836267941,-0.73295601,0.028169696,0.131480172,0.978517071,-0.872960064,-0.924286137,0.003603119,0.184170371,Boreal shrubland
POINT(-129.625 68.875),-129.625,68.875,0.332007561,0.556452803,0.016683878,0.01646969,0.554970458,0.681389858,0.001307458,0.001969,0.108856169,0.964830657,0.582533236,0.053733914,0.375384976,0.910180875,0.131955493,0.053410993,-0.356370626,-2.164767912,0.140613653,2.29E-05,-0.268821256,-2.179819107,0.119618941,2.01E-05,-0.443224903,-1.481969232,0.013967948,1.09E-05,-0.313860239,-1.471798844,0.014820003,1.20E-05,Boreal shrubland
POINT(-131.625 68.875),-131.625,68.875,0.004797549,1.099177525,0.939357162,0.097276582,0.488984838,1.03107519,0.011265097,0.033493765,-0.090996481,1.231835699,0.23000308,0.140922196,0.590726095,1.202975727,0.01879004,0.06511556,0.898797579,2.16804519,0.545628602,0.184429021,-0.178113697,1.926689481,0.895681737,0.242006908,0.163001187,-1.522101404,0.557550787,0.002106348,-0.011025362,-1.611793185,0.962944058,0.000984599,Boreal shrubland
POINT(-133.375 68.875),-133.375,68.875,0.266132799,0.018599661,0.121133727,0.969964467,0.278379054,-0.379822336,0.399543822,0.625583143,0.248424434,0.833551643,0.161014209,0.175225804,0.478821283,0.780643648,0.123585232,0.211029028,-0.478788853,-2.220231068,0.382027696,0.014307758,-0.357689342,-2.419093868,0.311299864,0.009157537,-0.332087887,-1.069854641,0.261444144,0.006846161,-0.146395328,-1.106633448,0.452285202,0.007412168,Boreal shrubland
POINT(-133.875 68.875),-133.875,68.875,0.267306663,0.117376894,0.1066863,0.783186006,0.385021635,0.212730439,0.212594778,0.644146045,0.241833108,0.846802711,0.171992263,0.193295468,0.48390363,0.856345766,0.115055278,0.174275594,-0.49192662,-2.18445571,0.37053359,0.014811617,-0.367685792,-2.38850183,0.300498679,0.009427842,-0.288547245,-1.123605905,0.313636645,0.004883598,-0.152245942,-1.605961345,0.359677496,0.000953479,Boreal shrubland
POINT(-130.875 68.875),-130.875,68.875,0.369673207,-0.780881014,0.009465233,0.229448558,0.555190727,-0.943293204,0.002992665,0.098272571,0.4839368,-0.515245856,0.004607876,0.252453336,0.698741735,-0.373033073,0.005270652,0.403382476,0.102271688,-3.278957319,0.726142919,0.000314792,0.113811768,-3.335437582,0.622229121,0.000223695,-0.069787409,-2.49416789,0.687099766,3.71E-05,-0.141547678,-2.460904623,0.299012529,2.79E-05,Boreal shrubland
POINT(-126.125 68.875),-126.125,68.875,0.12826637,-0.786440724,0.041256824,0.059375312,0.412461637,0.196618767,0.0008218,0.252159475,0.227976878,-0.751773649,0.016805592,0.063410487,0.411128932,-0.461387787,0.015604983,0.211887364,-0.809556717,-1.895848,0.268203242,0.042636965,-1.08046404,-2.275673851,0.054536941,0.014004241,-0.288819647,-1.818346049,0.341290875,0.000407417,-0.355905343,-1.940602824,0.131645721,0.000195794,Boreal shrubland
POINT(-131.125 68.875),-131.125,68.875,0.003008061,1.047693312,0.962464966,0.118511243,0.635297491,1.055427323,0.008608457,0.142423797,-0.09966309,1.006152244,0.197682503,0.201373638,0.598834551,1.229761283,0.017929328,0.068099771,0.954035515,2.229627171,0.519594082,0.163228649,-0.104781208,1.979336932,0.93862853,0.222140374,0.182422909,-1.481729292,0.504832493,0.001862305,0.012172456,-1.569917395,0.958721796,0.000920244,Boreal shrubland
POINT(-130.375 68.875),-130.375,68.875,0.370337469,-0.739767088,0.009559647,0.235786601,0.555800108,-0.880220154,0.003291521,0.111046495,0.48156078,-0.562884196,0.004382122,0.208047621,0.694656643,-0.422939216,0.00520883,0.341725952,0.044474502,-3.17012364,0.881013517,0.000366046,0.079767404,-3.194105109,0.732038491,0.00026356,-0.103265255,-2.47493287,0.533948167,1.79E-05,-0.152253721,-2.430760513,0.241015752,1.30E-05,Boreal shrubland
POINT(-127.375 68.875),-127.375,68.875,0.320614249,0.364313807,0.016995169,0.351916209,0.572303072,0.617426249,0.000141026,0.04516577,0.416481929,0.5521083,0.016964469,0.352288729,0.745004814,1.004707563,0.000210724,0.040684319,-0.115544706,-1.754958659,0.740943884,0.001606055,-0.190691793,-1.731890913,0.456522987,0.001428394,0.081525372,-1.882874939,0.755543468,0.000826206,0.148743746,-1.941405977,0.44938242,0.000616475,Boreal shrubland
POINT(-134.375 68.875),-134.375,68.875,0.129106264,0.540423389,0.000780878,0.289138219,0.230416818,-0.16179124,0.248765115,0.853109695,0.099463697,0.493411687,0.03524269,0.334902128,0.404751927,-0.168169226,0.063264063,0.813386193,-1.370688244,-4.49757611,0.440421213,0.184853881,-1.67712611,0.498433544,0.282953571,0.862161061,-0.692714583,-0.135060346,0.152075709,0.895136268,-0.85846253,-0.983851706,0.002494598,0.065142477,Boreal shrubland
POINT(-130.125 68.875),-130.125,68.875,0.332360274,0.547107451,0.016613064,0.016514981,0.560205873,0.676337567,0.001170461,0.001773549,0.108084295,0.997681129,0.58348592,0.049340571,0.377708181,0.946722053,0.127254908,0.047384526,-0.332833793,-2.201451798,0.166745036,2.44E-05,-0.242168348,-2.20522704,0.159008926,2.35E-05,-0.431579518,-1.509871742,0.015299573,9.44E-06,-0.301309452,-1.495231863,0.018037943,1.14E-05,Boreal shrubland
POINT(-133.625 68.875),-133.625,68.875,0.266288285,0.022362824,0.118603861,0.963674865,0.386157798,0.217260252,0.21136835,0.636003608,0.241537287,0.828582729,0.173711681,0.199923587,0.482038083,0.834975856,0.117254984,0.181964418,-0.477315524,-2.203423036,0.382713872,0.014003345,-0.358821989,-2.401676627,0.30887327,0.008901945,-0.302321382,-1.090356007,0.301726799,0.006391699,-0.153236562,-1.571087601,0.363035562,0.001125363,Boreal shrubland
POINT(62.875 68.875),62.875,68.875,0.322347857,-0.727383435,0.000409333,0.079475443,0.441984484,0.02885885,1.88E-05,0.9314887,0.286401079,1.174499424,0.007108377,0.096078364,0.221079975,0.791298877,0.016891271,0.053731226,0.539403727,-3.089038967,0.248180269,0.005867201,0.3385206,-2.888994303,0.534037188,0.010128151,0.387167062,-3.143828399,0.275339927,0.000814831,0.16139372,-3.24973896,0.711692618,0.002146527,Boreal shrubland
POINT(61.875 68.875),61.875,68.875,0.31923855,1.201126873,0.049816064,0.133509696,0.693716592,0.895837271,0.00116122,0.099799307,0.385110445,2.093075039,0.033026404,0.024439209,0.648873502,1.912591626,0.012844459,0.02335409,0.070777482,-2.772785948,0.825118639,0.000409964,-0.016103269,-2.780931163,0.949835801,0.000420014,0.010235621,-3.201900345,0.961312466,0.000420202,-0.06661716,-3.229223529,0.685657449,0.000327086,Boreal shrubland
POINT(62.125 68.875),62.125,68.875,0.314272138,1.208449803,0.05241635,0.137611925,0.690873503,0.891183128,0.001208728,0.10323024,0.381780743,2.11112178,0.033865312,0.024205579,0.648009808,1.943022696,0.012620132,0.022165707,0.073740694,-2.800622666,0.814826584,0.000337883,-0.01433784,-2.809517167,0.954578797,0.000347415,0.008693903,-3.14879066,0.967159555,0.000422276,-0.070693877,-3.177403327,0.667642403,0.000324961,Boreal shrubland
